Rank,Coin Name,Symbol,Price,1h,24h,7d,30d,24h Volume,Circulating Supply,Total Supply,Market Cap,price,1h_pct,24h_pct,7d_pct,30d_pct,volume,market_cap,supply,is_stablecoin,cap_tier,vol_mcap_ratio,is_high_liq_flag,is_return_outlier
103,cETH,CETH,40.73,0.50%,2.10%,1.00%,21.50%,$755.00 ,"12,090,449",12.1 Million,"$492,425,783.00 ",40.73,0.5,2.1,1.0,21.5,755.0,492425783.0,12090449.0,False,Mid,1.5332259724507562e-06,False,False
104,Gas,GAS,7.55,-0.40%,-7.20%,-14.70%,164.90%,"$40,387,487.00 ","65,093,581",65.1 Million,"$491,554,522.00 ",7.55,-0.4,-7.2,-14.7,164.9,40387487.0,491554522.0,65093581.0,False,Mid,0.08216278193449311,False,False
105,Tether Gold,XAUT,"1,983.96",-0.30%,-0.70%,1.30%,0.40%,"$9,019,407.00 ","246,524",247 Thousand,"$489,695,345.00 ",1983.96,-0.3,-0.7,1.3,0.4,9019407.0,489695345.0,246524.0,False,Mid,0.018418404610319503,False,False
106,GMX,GMX,50.69,0.30%,1.50%,-4.30%,24.70%,"$39,938,256.00 ","9,217,002",9.22 Million,"$467,151,285.00 ",50.69,0.3,1.5,-4.3,24.7,39938256.0,467151285.0,9217002.0,False,Mid,0.08549319520762957,False,False
107,Trust Wallet,TWT,1.12,0.90%,-5.30%,-8.20%,9.30%,"$54,485,652.00 ","416,649,900",1 Billion,"$465,421,402.00 ",1.12,0.9,-5.3,-8.2,9.3,54485652.0,465421402.0,416649900.0,False,Mid,0.11706735394175105,False,False
108,Huobi,HT,2.92,0.00%,-3.10%,0.80%,27.20%,"$41,079,553.00 ","159,406,077",201 Million,"$464,588,205.00 ",2.92,0.0,-3.1,0.8,27.2,41079553.0,464588205.0,159406077.0,False,Mid,0.08842142903735578,False,False
109,PAX Gold,PAXG,"1,976.30",-0.10%,-0.30%,1.60%,0.70%,"$13,032,976.00 ","232,987",233 Thousand,"$460,404,147.00 ",1976.3,-0.1,-0.3,1.6,0.7,13032976.0,460404147.0,232987.0,False,Mid,0.02830768594271589,False,False
110,Pepe,PEPE, $-   ,0.20%,-2.70%,-9.50%,45.30%,"$79,609,116.00 ","420,690,000,000,000",421 Trillion,"$454,089,716.00 ",,0.2,-2.7,-9.5,45.3,79609116.0,454089716.0,420690000000000.0,False,Mid,0.17531583120019392,False,False
111,Pax Dollar,USDP,1.00,0.10%,0.00%,0.00%,-0.10%,"$3,387,487.00 ","448,212,766",448 Million,"$447,356,828.00 ",1.0,0.1,0.0,0.0,-0.1,3387487.0,447356828.0,448212766.0,True,Mid,0.00757222599047935,False,False
112,ORDI,ORDI,21.19,0.20%,0.50%,-5.10%,435.50%,"$201,703,622.00 ","21,000,000",21 Million,"$445,592,225.00 ",21.19,0.2,0.5,-5.1,435.5,201703622.0,445592225.0,21000000.0,False,Mid,0.4526641415253599,False,False
113,Staked Frax Ether,SFRXETH,"2,159.99",0.60%,1.70%,1.10%,21.20%,"$921,580.00 ","205,820",206 Thousand,"$444,561,266.00 ",2159.99,0.6,1.7,1.1,21.2,921580.0,444561266.0,205820.0,False,Mid,0.0020730101124014706,False,False
114,cWBTC,CWBTC,731.94,-0.20%,0.30%,1.10%,18.50%, $-   ,"602,088",602 Thousand,"$440,695,054.00 ",731.94,-0.2,0.3,1.1,18.5,,440695054.0,602088.0,False,Mid,,False,False
115,BitTorrent,BTT, $-   ,0.60%,-3.40%,-6.40%,17.90%,"$31,884,699.00 ","951,421,714,286,000",990 Trillion,"$432,507,003.00 ",,0.6,-3.4,-6.4,17.9,31884699.0,432507003.0,951421714286000.0,False,Mid,0.07372065372083698,False,False
116,Terra Luna Classic,LUNC, $-   ,0.70%,-1.90%,-10.40%,24.70%,"$33,630,926.00 ","5,803,126,436,839",6.83 Trillion,"$420,059,976.00 ",,0.7,-1.9,-10.4,24.7,33630926.0,420059976.0,5803126436839.0,False,Mid,0.08006220045110891,False,False
117,Coinbase Wrapped Staked ETH,CBETH,"2,135.10",0.20%,1.30%,0.90%,21.00%,"$3,974,549.00 ","195,572",1.33 Million,"$417,495,503.00 ",2135.1,0.2,1.3,0.9,21.0,3974549.0,417495503.0,195572.0,False,Mid,0.009519980386471373,False,False
118,NEXO,NEXO,0.74,0.20%,-0.50%,-1.20%,27.60%,"$4,512,144.00 ","560,000,010",1 Billion,"$414,359,635.00 ",0.74,0.2,-0.5,-1.2,27.6,4512144.0,414359635.0,560000010.0,False,Mid,0.010889439073861525,False,False
119,Kujira,KUJI,3.38,-2.00%,-1.40%,-4.10%,163.60%,"$2,451,272.00 ","122,349,807",122 Million,"$413,786,827.00 ",3.38,-2.0,-1.4,-4.1,163.6,2451272.0,413786827.0,122349807.0,False,Mid,0.005923997189016363,False,False
120,Zcash,ZEC,28.19,0.50%,-1.50%,-6.10%,7.70%,"$42,818,122.00 ","14,435,666",21 Million,"$407,030,960.00 ",28.19,0.5,-1.5,-6.1,7.7,42818122.0,407030960.0,14435666.0,False,Mid,0.10519622880775457,False,False
121,Osmosis,OSMO,0.62,-0.40%,-2.20%,-4.50%,156.30%,"$17,174,602.00 ","628,638,059",1 Billion,"$387,368,849.00 ",0.62,-0.4,-2.2,-4.5,156.3,17174602.0,387368849.0,628638059.0,False,Mid,0.04433655944285804,False,False
122,WOO Network,WOO,0.22,0.00%,-2.30%,-14.80%,15.80%,"$22,740,864.00 ","1,772,540,815",2.23 Billion,"$382,123,712.00 ",0.22,0.0,-2.3,-14.8,15.8,22740864.0,382123712.0,1772540815.0,False,Mid,0.059511784497686446,False,False
123,STEPN,GMT,0.27,1.20%,-0.90%,7.80%,78.80%,"$152,470,737.00 ","1,381,830,966",5.37 Billion,"$379,924,165.00 ",0.27,1.2,-0.9,7.8,78.8,152470737.0,379924165.0,1381830966.0,False,Mid,0.4013188710962884,False,False
124,Beam,BEAM,0.01,-0.40%,1.10%,15.30%,,"$19,701,799.00 ","44,457,670,333",62.8 Billion,"$377,630,264.00 ",0.01,-0.4,1.1,15.3,,19701799.0,377630264.0,44457670333.0,False,Mid,0.05217219295750088,False,False
125,Casper Network,CSPR,0.03,-0.30%,-4.10%,-7.40%,5.50%,"$6,869,496.00 ","11,476,826,594",12.2 Billion,"$370,704,819.00 ",0.03,-0.3,-4.1,-7.4,5.5,6869496.0,370704819.0,11476826594.0,False,Mid,0.018530905582859445,False,False
126,Akash Network,AKT,1.66,-0.60%,7.10%,71.20%,90.50%,"$8,343,178.00 ","221,870,453",222 Million,"$369,098,266.00 ",1.66,-0.6,7.1,71.2,90.5,8343178.0,369098266.0,221870453.0,False,Mid,0.02260421889925649,False,False
127,Terra,LUNA,0.63,1.20%,3.80%,-18.00%,52.00%,"$94,707,227.00 ","584,959,462",1.08 Billion,"$367,720,438.00 ",0.63,1.2,3.8,-18.0,52.0,94707227.0,367720438.0,584959462.0,False,Mid,0.2575522522357052,False,False
128,1inch,1INCH,0.34,0.50%,-1.50%,-6.00%,28.20%,"$30,902,018.00 ","1,040,979,121",1.5 Billion,"$356,400,022.00 ",0.34,0.5,-1.5,-6.0,28.2,30902018.0,356400022.0,1040979121.0,False,Mid,0.08670599352544373,False,False
129,SingularityNET,AGIX,0.29,-0.20%,0.40%,14.70%,56.20%,"$100,368,709.00 ","1,241,997,271",1.35 Billion,"$354,623,894.00 ",0.29,-0.2,0.4,14.7,56.2,100368709.0,354623894.0,1241997271.0,False,Mid,0.2830286134075331,False,False
130,Aleph Zero,AZERO,1.41,0.20%,3.30%,1.10%,87.00%,"$3,996,914.00 ","248,759,366",347 Million,"$351,742,872.00 ",1.41,0.2,3.3,1.1,87.0,3996914.0,351742872.0,248759366.0,False,Mid,0.011363169855507406,False,False
131,Oasis Network,ROSE,0.07,1.50%,1.20%,-2.00%,60.90%,"$47,924,568.00 ","5,029,357,184",10 Billion,"$348,498,824.00 ",0.07,1.5,1.2,-2.0,60.9,47924568.0,348498824.0,5029357184.0,False,Mid,0.1375171584510139,False,False
132,Zilliqa,ZIL,0.02,0.00%,-5.00%,-7.10%,14.00%,"$29,390,307.00 ","17,324,063,149",18.4 Billion,"$348,448,907.00 ",0.02,0.0,-5.0,-7.1,14.0,29390307.0,348448907.0,17324063149.0,False,Mid,0.08434610185188499,False,False
133,Compound,COMP,49.82,0.80%,-1.00%,-13.90%,12.40%,"$76,160,559.00 ","6,856,086",10 Million,"$341,293,871.00 ",49.82,0.8,-1.0,-13.9,12.4,76160559.0,341293871.0,6856086.0,False,Mid,0.22315243686283484,False,False
134,Astar,ASTR,0.06,1.30%,-0.40%,-6.60%,49.10%,"$18,127,493.00 ","5,364,861,787",8.27 Billion,"$340,646,665.00 ",0.06,1.3,-0.4,-6.6,49.1,18127493.0,340646665.0,5364861787.0,False,Mid,0.05321494340770957,False,False
135,Dash,DASH,28.55,0.40%,-5.60%,-9.90%,8.30%,"$64,333,700.00 ","11,548,029",18.9 Million,"$329,669,773.00 ",28.55,0.4,-5.6,-9.9,8.3,64333700.0,329669773.0,11548029.0,False,Mid,0.1951458861835052,False,False
136,Marinade staked SOL,MSOL,62.95,0.30%,-0.70%,-11.40%,88.80%,"$19,758,667.00 ","5,232,842",5.23 Million,"$329,403,979.00 ",62.95,0.3,-0.7,-11.4,88.8,19758667.0,329403979.0,5232842.0,False,Mid,0.05998308538950588,False,False
137,FLOKI,FLOKI, $-   ,0.10%,5.10%,-7.50%,24.90%,"$31,010,623.00 ","9,941,648,926,283",10 Trillion,"$322,471,019.00 ",,0.1,5.1,-7.5,24.9,31010623.0,322471019.0,9941648926283.0,False,Mid,0.09616561232747554,False,False
138,Huobi BTC,HBTC,"35,440.60",0.20%,-8.40%,-9.40%,16.70%,"$20,815,998.00 ","8,969",8.97 Thousand,"$317,883,847.00 ",35440.6,0.2,-8.4,-9.4,16.7,20815998.0,317883847.0,8969.0,False,Mid,0.06548303160556629,False,False
139,Sei,SEI,0.17,5.40%,8.10%,3.70%,66.40%,"$89,515,149.00 ","1,800,000,000",10 Billion,"$313,952,989.00 ",0.17,5.4,8.1,3.7,66.4,89515149.0,313952989.0,1800000000.0,False,Mid,0.2851227799586262,False,False
140,Qtum,QTUM,2.99,0.20%,-3.10%,-5.70%,26.00%,"$26,285,225.00 ","104,915,108",108 Million,"$313,798,983.00 ",2.99,0.2,-3.1,-5.7,26.0,26285225.0,313798983.0,104915108.0,False,Mid,0.08376453214955129,False,False
141,Flare,FLR,0.01,1.10%,0.60%,-1.20%,20.20%,"$9,635,288.00 ","28,717,986,141",101 Billion,"$313,376,637.00 ",0.01,1.1,0.6,-1.2,20.2,9635288.0,313376637.0,28717986141.0,False,Mid,0.030746669861033707,False,False
142,NEM,XEM,0.03,0.50%,-4.30%,-3.10%,24.10%,"$4,903,551.00 ","8,999,999,999",9 Billion,"$310,280,518.00 ",0.03,0.5,-4.3,-3.1,24.1,4903551.0,310280518.0,8999999999.0,False,Mid,0.015803605819686043,False,False
143,Axelar,AXL,0.64,0.50%,-0.40%,46.40%,102.40%,"$19,049,590.00 ","478,717,140",1.12 Billion,"$308,367,748.00 ",0.64,0.5,-0.4,46.4,102.4,19049590.0,308367748.0,478717140.0,False,Mid,0.061775558966691936,False,False
144,APENFT,NFT, $-   ,-0.30%,-0.40%,-2.70%,-5.30%,"$6,821,827.00 ","990,105,682,877,398",1 Quadrillion,"$305,485,532.00 ",,-0.3,-0.4,-2.7,-5.3,6821827.0,305485532.0,990105682877398.0,False,Mid,0.02233109684552917,False,False
145,Helium,HNT,2.10,1.10%,3.10%,2.00%,43.10%,"$1,729,019.00 ","143,934,821",223 Million,"$302,380,380.00 ",2.1,1.1,3.1,2.0,43.1,1729019.0,302380380.0,143934821.0,False,Mid,0.005718026414279921,False,False
146,Basic Attention,BAT,0.20,0.70%,-4.70%,-11.30%,4.00%,"$46,516,507.00 ","1,490,413,701",1.5 Billion,"$300,902,174.00 ",0.2,0.7,-4.7,-11.3,4.0,46516507.0,300902174.0,1490413701.0,False,Mid,0.15459013267215543,False,False
147,Worldcoin,WLD,2.58,2.70%,7.70%,11.30%,70.50%,"$195,902,550.00 ","116,419,383",10 Billion,"$300,460,340.00 ",2.58,2.7,7.7,11.3,70.5,195902550.0,300460340.0,116419383.0,False,Mid,0.6520080154339172,True,False
148,MX,MX,2.89,0.40%,-0.90%,-0.50%,8.30%,"$3,099,709.00 ","100,631,536",432 Million,"$290,921,348.00 ",2.89,0.4,-0.9,-0.5,8.3,3099709.0,290921348.0,100631536.0,False,Mid,0.010654800760788445,False,False
149,Convex Finance,CVX,3.53,0.30%,-2.30%,-6.10%,32.30%,"$7,360,740.00 ","81,990,704",99.2 Million,"$289,188,709.00 ",3.53,0.3,-2.3,-6.1,32.3,7360740.0,289188709.0,81990704.0,False,Mid,0.025453068432211855,False,False
150,Beldex,BDX,0.05,-0.60%,-3.50%,4.90%,57.40%,"$2,697,484.00 ","5,911,883,992",9.92 Billion,"$285,353,693.00 ",0.05,-0.6,-3.5,4.9,57.4,2697484.0,285353693.0,5911883992.0,False,Mid,0.009453124547436643,False,False
151,SKALE,SKL,0.06,-1.00%,7.90%,91.40%,155.50%,"$189,183,585.00 ","5,001,811,004",5.18 Billion,"$284,224,078.00 ",0.06,-1.0,7.9,91.4,155.5,189183585.0,284224078.0,5001811004.0,False,Mid,0.6656142095040941,True,False
152,Bitcoin Gold,BTG,15.76,-0.30%,-2.80%,-3.90%,8.80%,"$3,412,873.00 ","17,513,924",21 Million,"$275,864,225.00 ",15.76,-0.3,-2.8,-3.9,8.8,3412873.0,275864225.0,17513924.0,False,Mid,0.01237156793346437,False,False
153,ARK,ARK,1.55,-0.60%,-3.00%,-5.10%,252.00%,"$83,527,438.00 ","177,080,512",∞,"$274,980,204.00 ",1.55,-0.6,-3.0,-5.1,252.0,83527438.0,274980204.0,177080512.0,False,Mid,0.3037580043398324,False,False
154,CorgiAI,CORGIAI, $-   ,-1.20%,-0.60%,-6.60%,1278.00%,"$1,336,519.00 ","277,312,793,789",373 Billion,"$271,721,792.00 ",,-1.2,-0.6,-6.6,1278.0,1336519.0,271721792.0,277312793789.0,False,Mid,0.00491870376005764,False,True
155,Mask Network,MASK,3.28,0.00%,-4.80%,-5.40%,21.30%,"$116,522,963.00 ","82,112,500",100 Million,"$269,076,649.00 ",3.28,0.0,-4.8,-5.4,21.3,116522963.0,269076649.0,82112500.0,False,Mid,0.43304747339855565,False,False
156,SafePal,SFP,0.64,0.00%,-4.40%,-4.80%,0.00%,"$9,425,285.00 ","420,833,333",500 Million,"$268,693,602.00 ",0.64,0.0,-4.4,-4.8,0.0,9425285.0,268693602.0,420833333.0,False,Mid,0.03507818917102462,False,False
157,JUST,JST,0.03,0.00%,-4.00%,-9.40%,18.30%,"$46,697,586.00 ","8,902,080,000",9.9 Billion,"$267,779,250.00 ",0.03,0.0,-4.0,-9.4,18.3,46697586.0,267779250.0,8902080000.0,False,Mid,0.17438836653698897,False,False
158,Theta Fuel,TFUEL,0.04,0.60%,-5.90%,-6.90%,17.90%,"$3,023,182.00 ","6,356,158,193",6.36 Billion,"$263,645,121.00 ",0.04,0.6,-5.9,-6.9,17.9,3023182.0,263645121.0,6356158193.0,False,Mid,0.011466861167516162,False,False
159,yearn.finance,YFI,"7,919.26",0.00%,-2.00%,-28.00%,40.90%,"$94,564,990.00 ","33,231",36.7 Thousand,"$263,249,291.00 ",7919.26,0.0,-2.0,-28.0,40.9,94564990.0,263249291.0,33231.0,False,Mid,0.35922220204574073,False,False
160,Enjin Coin,ENJ,0.26,0.10%,-2.70%,-6.00%,18.40%,"$21,236,788.00 ","1,000,000,000",1 Billion,"$261,781,224.00 ",0.26,0.1,-2.7,-6.0,18.4,21236788.0,261781224.0,1000000000.0,False,Mid,0.08112418329895195,False,False
161,Holo,HOT, $-   ,0.20%,-3.80%,-8.00%,20.10%,"$13,637,575.00 ","177,619,433,541",178 Billion,"$260,045,999.00 ",,0.2,-3.8,-8.0,20.1,13637575.0,260045999.0,177619433541.0,False,Mid,0.052442933375029546,False,False
162,Celo,CELO,0.50,0.50%,-2.90%,-9.00%,13.60%,"$17,258,060.00 ","518,357,311",1 Billion,"$259,996,224.00 ",0.5,0.5,-2.9,-9.0,13.6,17258060.0,259996224.0,518357311.0,False,Mid,0.06637811786066554,False,False
163,OKT Chain,OKT,14.05,0.30%,3.60%,5.30%,25.70%,"$3,539,810.00 ","17,847,480",17.8 Million,"$250,727,962.00 ",14.05,0.3,3.6,5.3,25.7,3539810.0,250727962.0,17847480.0,False,Mid,0.014118130150956198,False,False
164,Loopring,LRC,0.20,0.00%,-6.00%,-14.50%,15.30%,"$27,732,526.00 ","1,245,991,469",1.37 Billion,"$250,586,765.00 ",0.2,0.0,-6.0,-14.5,15.3,27732526.0,250586765.0,1245991469.0,False,Mid,0.11067035403884957,False,False
165,Fasttoken,FTN,1.21,0.10%,-0.50%,-0.30%,9.70%,"$23,076,336.00 ","203,631,292",880 Million,"$246,576,328.00 ",1.21,0.1,-0.5,-0.3,9.7,23076336.0,246576328.0,203631292.0,False,Mid,0.09358698860987175,False,False
166,Lido Staked SOL,STSOL,62.78,0.90%,-1.00%,-11.40%,89.30%,"$3,112,861.00 ","3,900,412",3.9 Million,"$244,698,790.00 ",62.78,0.9,-1.0,-11.4,89.3,3112861.0,244698790.0,3900412.0,False,Mid,0.012721194902516681,False,False
167,JasmyCoin,JASMY, $-   ,-0.50%,-4.30%,-3.90%,53.90%,"$41,879,744.00 ","48,419,999,999",50 Billion,"$240,944,245.00 ",,-0.5,-4.3,-3.9,53.9,41879744.0,240944245.0,48419999999.0,False,Mid,0.1738150832363728,False,False
168,Ankr Network,ANKR,0.02,-0.70%,-5.40%,-7.40%,12.50%,"$24,203,867.00 ","10,000,000,000",10 Billion,"$239,631,758.00 ",0.02,-0.7,-5.4,-7.4,12.5,24203867.0,239631758.0,10000000000.0,False,Mid,0.10100442112518325,False,False
169,Chia,XCH,26.23,0.00%,0.80%,-3.50%,13.30%,"$18,151,230.00 ","9,111,290",30.1 Million,"$238,989,456.00 ",26.23,0.0,0.8,-3.5,13.3,18151230.0,238989456.0,9111290.0,False,Mid,0.07594991973202365,False,False
170,Golem,GLM,0.23,-0.30%,-3.80%,-17.60%,12.40%,"$7,515,162.00 ","1,000,000,000",1 Billion,"$234,464,388.00 ",0.23,-0.3,-3.8,-17.6,12.4,7515162.0,234464388.0,1000000000.0,False,Mid,0.032052466748169875,False,False
171,ICON,ICX,0.24,-0.10%,-7.90%,-13.70%,23.40%,"$5,642,526.00 ","972,705,137",986 Million,"$232,582,348.00 ",0.24,-0.1,-7.9,-13.7,23.4,5642526.0,232582348.0,972705137.0,False,Mid,0.024260336386319394,False,False
172,Siacoin,SC, $-   ,-1.90%,-3.00%,4.10%,44.00%,"$13,131,723.00 ","51,477,015,000",-,"$231,275,248.00 ",,-1.9,-3.0,4.1,44.0,13131723.0,231275248.0,51477015000.0,False,Mid,0.056779629958498626,False,False
173,Tellor Tributes,TRB,92.02,1.60%,2.70%,5.50%,7.60%,"$36,643,736.00 ","2,512,060",2.56 Million,"$231,131,361.00 ",92.02,1.6,2.7,5.5,7.6,36643736.0,231131361.0,2512060.0,False,Mid,0.15854073562955395,False,False
174,Escoin,ELG,1.02,0.00%,0.30%,0.90%,-17.40%,"$492,564.00 ",0,250 Million,"$230,657,457.00 ",1.02,0.0,0.3,0.9,-17.4,492564.0,230657457.0,0.0,False,Mid,0.0021354783253333103,False,False
175,Decred,DCR,14.30,0.40%,-4.20%,-3.00%,16.50%,"$1,442,556.00 ","15,657,542",21 Million,"$224,102,764.00 ",14.3,0.4,-4.2,-3.0,16.5,1442556.0,224102764.0,15657542.0,False,Mid,0.006437029040837711,False,False
176,Ronin,RON,0.82,0.40%,-0.60%,2.60%,92.30%,"$4,388,534.00 ","271,008,046",1 Billion,"$220,915,813.00 ",0.82,0.4,-0.6,2.6,92.3,4388534.0,220915813.0,271008046.0,False,Mid,0.01986518728743062,False,False
177,Echelon Prime,PRIME,7.49,0.60%,9.00%,16.10%,117.30%,"$8,629,831.00 ","28,703,507",111 Million,"$214,900,193.00 ",7.49,0.6,9.0,16.1,117.3,8629831.0,214900193.0,28703507.0,False,Mid,0.040157390645060985,False,False
178,DeFiChain,DFI,0.25,0.00%,-1.40%,-10.00%,-8.00%,"$4,357,712.00 ","831,691,686",1.2 Billion,"$211,350,854.00 ",0.25,0.0,-1.4,-10.0,-8.0,4357712.0,211350854.0,831691686.0,False,Mid,0.020618378953888683,False,False
179,Ethereum Name Service,ENS,8.17,0.70%,-3.10%,-6.80%,11.80%,"$29,030,115.00 ","25,783,233",100 Million,"$210,737,580.00 ",8.17,0.7,-3.1,-6.8,11.8,29030115.0,210737580.0,25783233.0,False,Mid,0.13775480861078504,False,False
180,aelf,ELF,0.46,0.10%,-4.90%,1.30%,29.40%,"$13,393,136.00 ","461,329,999",880 Million,"$210,325,146.00 ",0.46,0.1,-4.9,1.3,29.4,13393136.0,210325146.0,461329999.0,False,Mid,0.06367824416011579,False,False
181,IoTeX,IOTX,0.02,0.90%,-5.70%,-10.90%,15.70%,"$11,358,900.00 ","9,442,543,017",9.5 Billion,"$209,680,573.00 ",0.02,0.9,-5.7,-10.9,15.7,11358900.0,209680573.0,9442543017.0,False,Mid,0.05417240060670761,False,False
182,Kusama,KSM,23.27,0.70%,-1.70%,-7.70%,29.60%,"$16,146,518.00 ","8,980,098",10 Million,"$209,011,232.00 ",23.27,0.7,-1.7,-7.7,29.6,16146518.0,209011232.0,8980098.0,False,Mid,0.07725191534204248,False,False
183,Liquity USD,LUSD,0.99,0.00%,-0.30%,-0.20%,-0.20%,"$16,191,977.00 ","210,657,676",211 Million,"$208,972,664.00 ",0.99,0.0,-0.3,-0.2,-0.2,16191977.0,208972664.0,210657676.0,False,Mid,0.07748370858688006,False,False
184,Aragon,ANT,5.16,0.80%,1.70%,0.30%,4.70%,"$16,135,948.00 ","40,039,312",43.2 Million,"$206,956,294.00 ",5.16,0.8,1.7,0.3,4.7,16135948.0,206956294.0,40039312.0,False,Mid,0.07796790176383812,False,False
185,Audius,AUDIO,0.18,0.40%,-3.70%,-11.00%,20.10%,"$12,393,576.00 ","1,167,950,954",1.2 Billion,"$206,827,020.00 ",0.18,0.4,-3.7,-11.0,20.1,12393576.0,206827020.0,1167950954.0,False,Mid,0.05992242212840469,False,False
186,Sushi,SUSHI,1.06,1.00%,1.40%,4.70%,84.30%,"$114,268,616.00 ","192,789,256",250 Million,"$204,063,773.00 ",1.06,1.0,1.4,4.7,84.3,114268616.0,204063773.0,192789256.0,False,Mid,0.5599652222445186,True,False
187,WAX,WAXP,0.06,0.50%,-4.10%,-5.90%,20.70%,"$6,744,387.00 ","3,370,750,857",3.77 Billion,"$203,888,921.00 ",0.06,0.5,-4.1,-5.9,20.7,6744387.0,203888921.0,3370750857.0,False,Mid,0.033078732120025295,False,False
188,SwissBorg,BORG,0.21,0.50%,-1.40%,-2.10%,3.50%,"$720,191.00 ","984,654,858",985 Million,"$203,247,409.00 ",0.21,0.5,-1.4,-2.1,3.5,720191.0,203247409.0,984654858.0,False,Mid,0.0035434203247333893,False,False
189,Waves,WAVES,2.03,0.30%,-3.10%,-15.30%,28.90%,"$54,488,248.00 ","100,000,000",100 Million,"$202,570,656.00 ",2.03,0.3,-3.1,-15.3,28.9,54488248.0,202570656.0,100000000.0,False,Mid,0.2689839144323055,False,False
190,Ocean Protocol,OCEAN,0.46,0.90%,-2.10%,11.30%,54.10%,"$77,073,401.00 ","434,026,837",1.41 Billion,"$198,930,161.00 ",0.46,0.9,-2.1,11.3,54.1,77073401.0,198930161.0,434026837.0,False,Mid,0.3874394944062806,False,False
191,FINSCHIA,FNSA,27.03,0.50%,-2.60%,-5.00%,31.20%,"$428,058.00 ","7,364,293",7.36 Million,"$198,651,625.00 ",27.03,0.5,-2.6,-5.0,31.2,428058.0,198651625.0,7364293.0,False,Mid,0.002154817510302269,False,False
192,Ravencoin,RVN,0.02,-0.10%,-4.10%,-9.70%,12.40%,"$11,581,067.00 ","11,907,968,089",11.9 Billion,"$198,107,637.00 ",0.02,-0.1,-4.1,-9.7,12.4,11581067.0,198107637.0,11907968089.0,False,Mid,0.05845845811587768,False,False
193,Memecoin,MEME,0.03,0.90%,-2.20%,-34.60%,,"$169,942,506.00 ","7,551,850,989",69 Billion,"$195,071,994.00 ",0.03,0.9,-2.2,-34.6,,169942506.0,195071994.0,7551850989.0,False,Mid,0.8711783917070125,True,False
194,SXP,SXP,0.33,0.40%,-6.30%,-8.40%,16.10%,"$17,142,564.00 ","585,067,686",585 Million,"$191,985,775.00 ",0.33,0.4,-6.3,-8.4,16.1,17142564.0,191985775.0,585067686.0,False,Mid,0.08929080292537299,False,False
195,Livepeer,LPT,6.34,0.40%,-6.30%,-13.80%,8.70%,"$33,602,693.00 ","29,764,387",29.8 Million,"$188,607,213.00 ",6.34,0.4,-6.3,-13.8,8.7,33602693.0,188607213.0,29764387.0,False,Mid,0.17816229011347515,False,False
196,Moonbeam,GLMR,0.24,0.10%,-5.10%,-7.00%,35.40%,"$11,203,206.00 ","789,026,772",1.09 Billion,"$188,541,511.00 ",0.24,0.1,-5.1,-7.0,35.4,11203206.0,188541511.0,789026772.0,False,Mid,0.059420368175579115,False,False
197,Telcoin,TEL, $-   ,1.30%,-0.60%,5.90%,103.30%,"$1,644,898.00 ","72,466,058,901",100 Billion,"$187,298,939.00 ",,1.3,-0.6,5.9,103.3,1644898.0,187298939.0,72466058901.0,False,Mid,0.008782206716077554,False,False
198,Band Protocol,BAND,1.37,0.30%,-5.90%,-9.20%,3.10%,"$12,628,249.00 ","136,197,694",141 Million,"$186,989,684.00 ",1.37,0.3,-5.9,-9.2,3.1,12628249.0,186989684.0,136197694.0,False,Mid,0.06753446890685157,False,False
199,DeXe,DEXE,3.27,1.10%,-1.10%,-7.10%,53.30%,"$2,323,914.00 ","57,101,604",96.5 Million,"$186,569,299.00 ",3.27,1.1,-1.1,-7.1,53.3,2323914.0,186569299.0,57101604.0,False,Mid,0.012456036510058388,False,False
200,Olympus,OHM,11.40,-0.10%,-0.10%,0.40%,-2.40%,"$183,117.00 ","16,365,246",26.8 Million,"$186,476,204.00 ",11.4,-0.1,-0.1,0.4,-2.4,183117.0,186476204.0,16365246.0,False,Mid,0.0009819858838396346,False,False
201,Ontology,ONT,0.21,0.00%,-4.80%,-9.40%,13.80%,"$7,812,163.00 ","896,397,857",1 Billion,"$184,624,659.00 ",0.21,0.0,-4.8,-9.4,13.8,7812163.0,184624659.0,896397857.0,False,Mid,0.042313757232179915,False,False
202,Bonk,BONK, $-   ,1.70%,16.40%,62.80%,1320.00%,"$85,916,890.00 ","42,974,933,572,261",93.9 Trillion,"$184,591,575.00 ",,1.7,16.4,62.8,1320.0,85916890.0,184591575.0,42974933572261.0,False,Mid,0.4654431817920184,False,True
203,DAO Maker,DAO,0.88,-0.70%,-2.00%,6.10%,63.70%,"$2,240,168.00 ","207,532,000",278 Million,"$182,156,175.00 ",0.88,-0.7,-2.0,6.1,63.7,2240168.0,182156175.0,207532000.0,False,Mid,0.012298062363244069,False,False
204,Centrifuge,CFG,0.50,-1.00%,2.90%,-6.80%,54.50%,"$1,202,470.00 ","360,263,043",447 Million,"$181,160,270.00 ",0.5,-1.0,2.9,-6.8,54.5,1202470.0,181160270.0,360263043.0,False,Mid,0.0066376032669856365,False,False
205,Wrapped Centrifuge,WCFG,0.50,-1.40%,2.60%,-7.40%,54.20%,"$591,217.00 ","360,263,043",-,"$181,072,705.00 ",0.5,-1.4,2.6,-7.4,54.2,591217.0,181072705.0,360263043.0,False,Mid,0.003265080730969364,False,False
